season,stage,local_round,global_round,team,rank_snap,position,points,survival_line_points,gap_to_survival,rank_floor,is_in_relegation_race,relegation_race_method
2006/07,regular,23,23,B. Jerusalem,1,1,44.0,18.0,26.0,6,False,full_season_no_playoff
2006/07,regular,23,23,Hapoel Tel Aviv,2,2,42.0,18.0,24.0,6,False,full_season_no_playoff
2006/07,regular,23,23,M. Tel Aviv,3,3,38.0,18.0,20.0,6,False,full_season_no_playoff
2006/07,regular,23,23,Maccabi Netanya,4,4,36.0,18.0,18.0,6,False,full_season_no_playoff
2006/07,regular,23,23,FC Ashdod,5,5,35.0,18.0,17.0,6,False,full_season_no_playoff
2006/07,regular,23,23,M. Petah Tikva,6,6,34.0,18.0,16.0,6,False,full_season_no_playoff
2006/07,regular,23,23,Maccabi Haifa,7,7,32.0,18.0,14.0,6,False,full_season_no_playoff
2006/07,regular,23,23,H. Kfar Saba,8,8,28.0,18.0,10.0,6,False,full_season_no_playoff
2006/07,regular,23,23,Bnei Yehuda,9,9,26.0,18.0,8.0,6,False,full_season_no_playoff
2006/07,regular,23,23,Hakoah Amidar,10,10,21.0,18.0,3.0,6,True,full_season_no_playoff
2006/07,regular,23,23,Maccabi Herzlya,11,11,18.0,18.0,0.0,6,True,full_season_no_playoff
2006/07,regular,23,23,H. Petah Tikva,12,12,10.0,18.0,8.0,6,False,full_season_no_playoff
2006/07,regular,24,24,B. Jerusalem,1,1,47.0,18.0,29.0,6,False,full_season_no_playoff
2006/07,regular,24,24,Hapoel Tel Aviv,2,2,45.0,18.0,27.0,6,False,full_season_no_playoff
2006/07,regular,24,24,M. Tel Aviv,3,3,41.0,18.0,23.0,6,False,full_season_no_playoff
2006/07,regular,24,24,M. Petah Tikva,4,4,37.0,18.0,19.0,6,False,full_season_no_playoff
2006/07,regular,24,24,Maccabi Netanya,5,5,36.0,18.0,18.0,6,False,full_season_no_playoff
2006/07,regular,24,24,FC Ashdod,6,6,35.0,18.0,17.0,6,False,full_season_no_playoff
2006/07,regular,24,24,Maccabi Haifa,7,7,32.0,18.0,14.0,6,False,full_season_no_playoff
2006/07,regular,24,24,H. Kfar Saba,8,8,31.0,18.0,13.0,6,False,full_season_no_playoff
2006/07,regular,24,24,Bnei Yehuda,9,9,27.0,18.0,9.0,6,False,full_season_no_playoff
2006/07,regular,24,24,Hakoah Amidar,10,10,21.0,18.0,3.0,6,True,full_season_no_playoff
2006/07,regular,24,24,Maccabi Herzlya,11,11,18.0,18.0,0.0,6,True,full_season_no_playoff
2006/07,regular,24,24,H. Petah Tikva,12,12,11.0,18.0,7.0,6,False,full_season_no_playoff
2006/07,regular,25,25,B. Jerusalem,1,1,50.0,21.0,29.0,6,False,full_season_no_playoff
2006/07,regular,25,25,Hapoel Tel Aviv,2,2,45.0,21.0,24.0,6,False,full_season_no_playoff
2006/07,regular,25,25,M. Tel Aviv,3,3,44.0,21.0,23.0,6,False,full_season_no_playoff
2006/07,regular,25,25,Maccabi Netanya,4,4,39.0,21.0,18.0,6,False,full_season_no_playoff
2006/07,regular,25,25,M. Petah Tikva,5,5,37.0,21.0,16.0,6,False,full_season_no_playoff
2006/07,regular,25,25,FC Ashdod,6,6,35.0,21.0,14.0,6,False,full_season_no_playoff
2006/07,regular,25,25,Maccabi Haifa,7,7,35.0,21.0,14.0,6,False,full_season_no_playoff
2006/07,regular,25,25,H. Kfar Saba,8,8,32.0,21.0,11.0,6,False,full_season_no_playoff
2006/07,regular,25,25,Bnei Yehuda,9,9,27.0,21.0,6.0,6,True,full_season_no_playoff
2006/07,regular,25,25,Hakoah Amidar,10,10,22.0,21.0,1.0,6,True,full_season_no_playoff
2006/07,regular,25,25,Maccabi Herzlya,11,11,21.0,21.0,0.0,6,True,full_season_no_playoff
2006/07,regular,25,25,H. Petah Tikva,12,12,11.0,21.0,10.0,6,False,full_season_no_playoff
2006/07,regular,26,26,B. Jerusalem,1,1,53.0,23.0,30.0,6,False,full_season_no_playoff
2006/07,regular,26,26,Hapoel Tel Aviv,2,2,46.0,23.0,23.0,6,False,full_season_no_playoff
2006/07,regular,26,26,M. Tel Aviv,3,3,44.0,23.0,21.0,6,False,full_season_no_playoff
2006/07,regular,26,26,Maccabi Netanya,4,4,42.0,23.0,19.0,6,False,full_season_no_playoff
2006/07,regular,26,26,M. Petah Tikva,5,5,38.0,23.0,15.0,6,False,full_season_no_playoff
2006/07,regular,26,26,Maccabi Haifa,6,6,38.0,23.0,15.0,6,False,full_season_no_playoff
2006/07,regular,26,26,FC Ashdod,7,7,35.0,23.0,12.0,6,False,full_season_no_playoff
2006/07,regular,26,26,H. Kfar Saba,8,8,32.0,23.0,9.0,6,False,full_season_no_playoff
2006/07,regular,26,26,Bnei Yehuda,9,9,28.0,23.0,5.0,6,True,full_season_no_playoff
2006/07,regular,26,26,Maccabi Herzlya,10,10,24.0,23.0,1.0,6,True,full_season_no_playoff
2006/07,regular,26,26,Hakoah Amidar,11,11,23.0,23.0,0.0,6,True,full_season_no_playoff
2006/07,regular,26,26,H. Petah Tikva,12,12,11.0,23.0,12.0,6,False,full_season_no_playoff
2006/07,regular,27,27,B. Jerusalem,1,1,56.0,23.0,33.0,6,False,full_season_no_playoff
2006/07,regular,27,27,M. Tel Aviv,2,2,47.0,23.0,24.0,6,False,full_season_no_playoff
2006/07,regular,27,27,Hapoel Tel Aviv,3,3,47.0,23.0,24.0,6,False,full_season_no_playoff
2006/07,regular,27,27,Maccabi Netanya,4,4,43.0,23.0,20.0,6,False,full_season_no_playoff
2006/07,regular,27,27,Maccabi Haifa,5,5,39.0,23.0,16.0,6,False,full_season_no_playoff
2006/07,regular,27,27,FC Ashdod,6,6,38.0,23.0,15.0,6,False,full_season_no_playoff
2006/07,regular,27,27,M. Petah Tikva,7,7,38.0,23.0,15.0,6,False,full_season_no_playoff
2006/07,regular,27,27,H. Kfar Saba,8,8,33.0,23.0,10.0,6,False,full_season_no_playoff
2006/07,regular,27,27,Bnei Yehuda,9,9,28.0,23.0,5.0,6,True,full_season_no_playoff
2006/07,regular,27,27,Maccabi Herzlya,10,10,27.0,23.0,4.0,6,True,full_season_no_playoff
2006/07,regular,27,27,Hakoah Amidar,11,11,23.0,23.0,0.0,6,True,full_season_no_playoff
2006/07,regular,27,27,H. Petah Tikva,12,12,11.0,23.0,12.0,6,False,full_season_no_playoff
2006/07,regular,28,28,B. Jerusalem,1,1,57.0,23.0,34.0,6,False,full_season_no_playoff
2006/07,regular,28,28,M. Tel Aviv,2,2,48.0,23.0,25.0,6,False,full_season_no_playoff
2006/07,regular,28,28,Hapoel Tel Aviv,3,3,48.0,23.0,25.0,6,False,full_season_no_playoff
2006/07,regular,28,28,Maccabi Netanya,4,4,44.0,23.0,21.0,6,False,full_season_no_playoff
2006/07,regular,28,28,Maccabi Haifa,5,5,42.0,23.0,19.0,6,False,full_season_no_playoff
2006/07,regular,28,28,M. Petah Tikva,6,6,39.0,23.0,16.0,6,False,full_season_no_playoff
2006/07,regular,28,28,FC Ashdod,7,7,38.0,23.0,15.0,6,False,full_season_no_playoff
2006/07,regular,28,28,H. Kfar Saba,8,8,34.0,23.0,11.0,6,False,full_season_no_playoff
2006/07,regular,28,28,Bnei Yehuda,9,9,29.0,23.0,6.0,6,True,full_season_no_playoff
2006/07,regular,28,28,Maccabi Herzlya,10,10,28.0,23.0,5.0,6,True,full_season_no_playoff
2006/07,regular,28,28,Hakoah Amidar,11,11,23.0,23.0,0.0,6,True,full_season_no_playoff
2006/07,regular,28,28,H. Petah Tikva,12,12,14.0,23.0,9.0,6,False,full_season_no_playoff
2006/07,regular,29,29,B. Jerusalem,1,1,58.0,24.0,34.0,6,False,full_season_no_playoff
2006/07,regular,29,29,M. Tel Aviv,2,2,48.0,24.0,24.0,6,False,full_season_no_playoff
2006/07,regular,29,29,Hapoel Tel Aviv,3,3,48.0,24.0,24.0,6,False,full_season_no_playoff
2006/07,regular,29,29,Maccabi Netanya,4,4,45.0,24.0,21.0,6,False,full_season_no_playoff
2006/07,regular,29,29,Maccabi Haifa,5,5,45.0,24.0,21.0,6,False,full_season_no_playoff
2006/07,regular,29,29,M. Petah Tikva,6,6,42.0,24.0,18.0,6,False,full_season_no_playoff
2006/07,regular,29,29,FC Ashdod,7,7,38.0,24.0,14.0,6,False,full_season_no_playoff
2006/07,regular,29,29,H. Kfar Saba,8,8,35.0,24.0,11.0,6,False,full_season_no_playoff
2006/07,regular,29,29,Bnei Yehuda,9,9,32.0,24.0,8.0,6,False,full_season_no_playoff
2006/07,regular,29,29,Maccabi Herzlya,10,10,31.0,24.0,7.0,6,False,full_season_no_playoff
2006/07,regular,29,29,Hakoah Amidar,11,11,24.0,24.0,0.0,6,True,full_season_no_playoff
2006/07,regular,29,29,H. Petah Tikva,12,12,14.0,24.0,10.0,6,False,full_season_no_playoff
2006/07,regular,30,30,B. Jerusalem,1,1,61.0,27.0,34.0,6,False,full_season_no_playoff
2006/07,regular,30,30,M. Tel Aviv,2,2,51.0,27.0,24.0,6,False,full_season_no_playoff
2006/07,regular,30,30,Maccabi Netanya,3,3,48.0,27.0,21.0,6,False,full_season_no_playoff
2006/07,regular,30,30,Hapoel Tel Aviv,4,4,48.0,27.0,21.0,6,False,full_season_no_playoff
2006/07,regular,30,30,M. Petah Tikva,5,6,45.0,27.0,18.0,6,False,full_season_no_playoff
2006/07,regular,30,30,Maccabi Haifa,6,5,45.0,27.0,18.0,6,False,full_season_no_playoff
2006/07,regular,30,30,FC Ashdod,7,7,41.0,27.0,14.0,6,False,full_season_no_playoff
2006/07,regular,30,30,H. Kfar Saba,8,8,35.0,27.0,8.0,6,False,full_season_no_playoff
2006/07,regular,30,30,Bnei Yehuda,9,9,32.0,27.0,5.0,6,True,full_season_no_playoff
2006/07,regular,30,30,Maccabi Herzlya,10,10,31.0,27.0,4.0,6,True,full_season_no_playoff
2006/07,regular,30,30,Hakoah Amidar,11,11,27.0,27.0,0.0,6,True,full_season_no_playoff
2006/07,regular,30,30,H. Petah Tikva,12,12,14.0,27.0,13.0,6,False,full_season_no_playoff
2006/07,regular,31,31,B. Jerusalem,1,1,64.0,27.0,37.0,6,False,full_season_no_playoff
2006/07,regular,31,31,M. Tel Aviv,2,2,54.0,27.0,27.0,6,False,full_season_no_playoff
2006/07,regular,31,31,Maccabi Netanya,3,3,51.0,27.0,24.0,6,False,full_season_no_playoff
2006/07,regular,31,31,Hapoel Tel Aviv,4,4,48.0,27.0,21.0,6,False,full_season_no_playoff
2006/07,regular,31,31,M. Petah Tikva,5,5,46.0,27.0,19.0,6,False,full_season_no_playoff
2006/07,regular,31,31,Maccabi Haifa,6,6,45.0,27.0,18.0,6,False,full_season_no_playoff
2006/07,regular,31,31,FC Ashdod,7,7,41.0,27.0,14.0,6,False,full_season_no_playoff
2006/07,regular,31,31,H. Kfar Saba,8,8,38.0,27.0,11.0,6,False,full_season_no_playoff
2006/07,regular,31,31,Bnei Yehuda,9,9,35.0,27.0,8.0,6,False,full_season_no_playoff
2006/07,regular,31,31,Maccabi Herzlya,10,10,31.0,27.0,4.0,6,True,full_season_no_playoff
2006/07,regular,31,31,Hakoah Amidar,11,11,27.0,27.0,0.0,6,True,full_season_no_playoff
2006/07,regular,31,31,H. Petah Tikva,12,12,15.0,27.0,12.0,6,False,full_season_no_playoff
2006/07,regular,32,32,B. Jerusalem,1,1,67.0,27.0,40.0,6,False,full_season_no_playoff
2006/07,regular,32,32,M. Tel Aviv,2,2,54.0,27.0,27.0,6,False,full_season_no_playoff
2006/07,regular,32,32,Maccabi Netanya,3,3,54.0,27.0,27.0,6,False,full_season_no_playoff
2006/07,regular,32,32,Hapoel Tel Aviv,4,4,51.0,27.0,24.0,6,False,full_season_no_playoff
2006/07,regular,32,32,Maccabi Haifa,5,5,48.0,27.0,21.0,6,False,full_season_no_playoff
2006/07,regular,32,32,M. Petah Tikva,6,6,47.0,27.0,20.0,6,False,full_season_no_playoff
2006/07,regular,32,32,FC Ashdod,7,7,41.0,27.0,14.0,6,False,full_season_no_playoff
2006/07,regular,32,32,H. Kfar Saba,8,8,39.0,27.0,12.0,6,False,full_season_no_playoff
2006/07,regular,32,32,Bnei Yehuda,9,9,35.0,27.0,8.0,6,False,full_season_no_playoff
2006/07,regular,32,32,Maccabi Herzlya,10,10,34.0,27.0,7.0,6,False,full_season_no_playoff
2006/07,regular,32,32,Hakoah Amidar,11,11,27.0,27.0,0.0,6,True,full_season_no_playoff
2006/07,regular,32,32,H. Petah Tikva,12,12,15.0,27.0,12.0,6,False,full_season_no_playoff
2006/07,regular,33,33,B. Jerusalem,1,1,67.0,28.0,39.0,6,False,full_season_no_playoff
2006/07,regular,33,33,Maccabi Netanya,2,2,57.0,28.0,29.0,6,False,full_season_no_playoff
2006/07,regular,33,33,M. Tel Aviv,3,3,54.0,28.0,26.0,6,False,full_season_no_playoff
2006/07,regular,33,33,Hapoel Tel Aviv,4,4,54.0,28.0,26.0,6,False,full_season_no_playoff
2006/07,regular,33,33,Maccabi Haifa,5,5,51.0,28.0,23.0,6,False,full_season_no_playoff
2006/07,regular,33,33,M. Petah Tikva,6,6,50.0,28.0,22.0,6,False,full_season_no_playoff
2006/07,regular,33,33,FC Ashdod,7,7,42.0,28.0,14.0,6,False,full_season_no_playoff
2006/07,regular,33,33,H. Kfar Saba,8,8,40.0,28.0,12.0,6,False,full_season_no_playoff
2006/07,regular,33,33,Bnei Yehuda,9,9,35.0,28.0,7.0,6,False,full_season_no_playoff
2006/07,regular,33,33,Maccabi Herzlya,10,10,34.0,28.0,6.0,6,True,full_season_no_playoff
2006/07,regular,33,33,Hakoah Amidar,11,11,28.0,28.0,0.0,6,True,full_season_no_playoff
2006/07,regular,33,33,H. Petah Tikva,12,12,16.0,28.0,12.0,6,False,full_season_no_playoff
2007/08,regular,1,1,B. Jerusalem,1,1,3.0,0.0,3.0,6,False,full_season_no_playoff
2007/08,regular,1,1,Kiryat Shmona,2,1,3.0,0.0,3.0,6,False,full_season_no_playoff
2007/08,regular,1,1,Bnei Sakhnin,3,3,3.0,0.0,3.0,6,False,full_season_no_playoff
2007/08,regular,1,1,H. Kfar Saba,4,3,3.0,0.0,3.0,6,False,full_season_no_playoff
2007/08,regular,1,1,FC Ashdod,5,5,1.0,0.0,1.0,6,False,full_season_no_playoff
2007/08,regular,1,1,Hapoel Tel Aviv,6,7,1.0,0.0,1.0,6,True,full_season_no_playoff
2007/08,regular,1,1,M. Tel Aviv,7,5,1.0,0.0,1.0,6,True,full_season_no_playoff
2007/08,regular,1,1,Maccabi Netanya,8,7,1.0,0.0,1.0,6,True,full_season_no_playoff
2007/08,regular,1,1,M. Petah Tikva,9,9,0.0,0.0,0.0,6,True,full_season_no_playoff
2007/08,regular,1,1,Maccabi Haifa,10,9,0.0,0.0,0.0,6,True,full_season_no_playoff
2007/08,regular,1,1,Bnei Yehuda,11,11,0.0,0.0,0.0,6,True,full_season_no_playoff
2007/08,regular,1,1,Maccabi Herzlya,12,11,0.0,0.0,0.0,6,True,full_season_no_playoff
2007/08,regular,2,2,B. Jerusalem,1,1,6.0,0.0,6.0,6,False,full_season_no_playoff
2007/08,regular,2,2,Kiryat Shmona,2,2,4.0,0.0,4.0,6,False,full_season_no_playoff
2007/08,regular,2,2,Bnei Sakhnin,3,5,4.0,0.0,4.0,6,False,full_season_no_playoff
2007/08,regular,2,2,FC Ashdod,4,3,4.0,0.0,4.0,6,False,full_season_no_playoff
2007/08,regular,2,2,H. Kfar Saba,5,5,4.0,0.0,4.0,6,False,full_season_no_playoff
2007/08,regular,2,2,Maccabi Netanya,6,3,4.0,0.0,4.0,6,True,full_season_no_playoff
2007/08,regular,2,2,M. Petah Tikva,7,7,3.0,0.0,3.0,6,True,full_season_no_playoff
2007/08,regular,2,2,Hapoel Tel Aviv,8,9,1.0,0.0,1.0,6,True,full_season_no_playoff
2007/08,regular,2,2,M. Tel Aviv,9,8,1.0,0.0,1.0,6,True,full_season_no_playoff
2007/08,regular,2,2,Bnei Yehuda,10,10,1.0,0.0,1.0,6,True,full_season_no_playoff
2007/08,regular,2,2,Maccabi Haifa,11,11,0.0,0.0,0.0,6,True,full_season_no_playoff
2007/08,regular,2,2,Maccabi Herzlya,12,12,0.0,0.0,0.0,6,True,full_season_no_playoff
2007/08,regular,3,3,B. Jerusalem,1,1,9.0,0.0,9.0,6,False,full_season_no_playoff
2007/08,regular,3,3,Kiryat Shmona,2,2,7.0,0.0,7.0,6,False,full_season_no_playoff
2007/08,regular,3,3,Bnei Sakhnin,3,3,7.0,0.0,7.0,6,False,full_season_no_playoff
2007/08,regular,3,3,H. Kfar Saba,4,4,7.0,0.0,7.0,6,False,full_season_no_playoff
2007/08,regular,3,3,M. Petah Tikva,5,5,6.0,0.0,6.0,6,False,full_season_no_playoff
2007/08,regular,3,3,FC Ashdod,6,6,4.0,0.0,4.0,6,True,full_season_no_playoff
2007/08,regular,3,3,Maccabi Netanya,7,6,4.0,0.0,4.0,6,True,full_season_no_playoff
2007/08,regular,3,3,Hapoel Tel Aviv,8,8,2.0,0.0,2.0,6,True,full_season_no_playoff
2007/08,regular,3,3,Bnei Yehuda,9,9,2.0,0.0,2.0,6,True,full_season_no_playoff
2007/08,regular,3,3,M. Tel Aviv,10,10,1.0,0.0,1.0,6,True,full_season_no_playoff
2007/08,regular,3,3,Maccabi Haifa,11,11,0.0,0.0,0.0,6,True,full_season_no_playoff
2007/08,regular,3,3,Maccabi Herzlya,12,12,0.0,0.0,0.0,6,True,full_season_no_playoff
2007/08,regular,4,4,B. Jerusalem,1,1,10.0,1.0,9.0,6,False,full_season_no_playoff
2007/08,regular,4,4,M. Petah Tikva,2,2,9.0,1.0,8.0,6,False,full_season_no_playoff
2007/08,regular,4,4,Bnei Sakhnin,3,3,8.0,1.0,7.0,6,False,full_season_no_playoff
2007/08,regular,4,4,H. Kfar Saba,4,4,8.0,1.0,7.0,6,False,full_season_no_playoff
2007/08,regular,4,4,Maccabi Netanya,5,5,7.0,1.0,6.0,6,False,full_season_no_playoff
2007/08,regular,4,4,Kiryat Shmona,6,6,7.0,1.0,6.0,6,True,full_season_no_playoff
2007/08,regular,4,4,Bnei Yehuda,7,7,5.0,1.0,4.0,6,True,full_season_no_playoff
2007/08,regular,4,4,FC Ashdod,8,8,4.0,1.0,3.0,6,True,full_season_no_playoff
2007/08,regular,4,4,Maccabi Haifa,9,9,3.0,1.0,2.0,6,True,full_season_no_playoff
2007/08,regular,4,4,Hapoel Tel Aviv,10,10,3.0,1.0,2.0,6,True,full_season_no_playoff
2007/08,regular,4,4,M. Tel Aviv,11,11,1.0,1.0,0.0,6,True,full_season_no_playoff
2007/08,regular,4,4,Maccabi Herzlya,12,12,0.0,1.0,1.0,6,True,full_season_no_playoff
2007/08,regular,5,5,B. Jerusalem,1,1,13.0,3.0,10.0,6,False,full_season_no_playoff
2007/08,regular,5,5,Maccabi Netanya,2,2,10.0,3.0,7.0,6,False,full_season_no_playoff
2007/08,regular,5,5,Kiryat Shmona,3,3,10.0,3.0,7.0,6,False,full_season_no_playoff
2007/08,regular,5,5,M. Petah Tikva,4,4,9.0,3.0,6.0,6,False,full_season_no_playoff
2007/08,regular,5,5,Bnei Yehuda,5,5,8.0,3.0,5.0,6,False,full_season_no_playoff
2007/08,regular,5,5,H. Kfar Saba,6,6,8.0,3.0,5.0,6,True,full_season_no_playoff
2007/08,regular,5,5,Bnei Sakhnin,7,7,8.0,3.0,5.0,6,True,full_season_no_playoff
2007/08,regular,5,5,Maccabi Haifa,8,8,6.0,3.0,3.0,6,True,full_season_no_playoff
2007/08,regular,5,5,FC Ashdod,9,9,4.0,3.0,1.0,6,True,full_season_no_playoff
2007/08,regular,5,5,Hapoel Tel Aviv,10,10,3.0,3.0,0.0,6,True,full_season_no_playoff
2007/08,regular,5,5,Maccabi Herzlya,11,11,3.0,3.0,0.0,6,True,full_season_no_playoff
2007/08,regular,5,5,M. Tel Aviv,12,12,1.0,3.0,2.0,6,True,full_season_no_playoff
2007/08,regular,6,6,B. Jerusalem,1,1,16.0,3.0,13.0,6,False,full_season_no_playoff
2007/08,regular,6,6,Maccabi Netanya,2,2,13.0,3.0,10.0,6,False,full_season_no_playoff
2007/08,regular,6,6,Bnei Sakhnin,3,3,11.0,3.0,8.0,6,False,full_season_no_playoff
2007/08,regular,6,6,Kiryat Shmona,4,4,10.0,3.0,7.0,6,False,full_season_no_playoff
2007/08,regular,6,6,Maccabi Haifa,5,5,9.0,3.0,6.0,6,False,full_season_no_playoff
2007/08,regular,6,6,M. Petah Tikva,6,6,9.0,3.0,6.0,6,True,full_season_no_playoff
2007/08,regular,6,6,H. Kfar Saba,7,7,8.0,3.0,5.0,6,True,full_season_no_playoff
2007/08,regular,6,6,Bnei Yehuda,8,8,8.0,3.0,5.0,6,True,full_season_no_playoff
2007/08,regular,6,6,FC Ashdod,9,9,7.0,3.0,4.0,6,True,full_season_no_playoff
2007/08,regular,6,6,Maccabi Herzlya,10,10,6.0,3.0,3.0,6,True,full_season_no_playoff
2007/08,regular,6,6,Hapoel Tel Aviv,11,11,3.0,3.0,0.0,6,True,full_season_no_playoff
2007/08,regular,6,6,M. Tel Aviv,12,12,1.0,3.0,2.0,6,True,full_season_no_playoff
2007/08,regular,7,7,B. Jerusalem,1,1,19.0,3.0,16.0,6,False,full_season_no_playoff
2007/08,regular,7,7,Maccabi Netanya,2,2,16.0,3.0,13.0,6,False,full_season_no_playoff
2007/08,regular,7,7,Bnei Sakhnin,3,3,14.0,3.0,11.0,6,False,full_season_no_playoff
2007/08,regular,7,7,M. Petah Tikva,4,4,12.0,3.0,9.0,6,False,full_season_no_playoff
2007/08,regular,7,7,Kiryat Shmona,5,5,11.0,3.0,8.0,6,False,full_season_no_playoff
2007/08,regular,7,7,FC Ashdod,6,6,10.0,3.0,7.0,6,False,full_season_no_playoff
2007/08,regular,7,7,Maccabi Haifa,7,7,9.0,3.0,6.0,6,True,full_season_no_playoff
2007/08,regular,7,7,H. Kfar Saba,8,8,9.0,3.0,6.0,6,True,full_season_no_playoff
2007/08,regular,7,7,Bnei Yehuda,9,9,8.0,3.0,5.0,6,True,full_season_no_playoff
2007/08,regular,7,7,Maccabi Herzlya,10,10,6.0,3.0,3.0,6,True,full_season_no_playoff
2007/08,regular,7,7,Hapoel Tel Aviv,11,11,3.0,3.0,0.0,6,True,full_season_no_playoff
2007/08,regular,7,7,M. Tel Aviv,12,12,1.0,3.0,2.0,6,True,full_season_no_playoff
2007/08,regular,8,8,B. Jerusalem,1,1,20.0,4.0,16.0,6,False,full_season_no_playoff
2007/08,regular,8,8,Maccabi Netanya,2,2,17.0,4.0,13.0,6,False,full_season_no_playoff
2007/08,regular,8,8,M. Petah Tikva,3,3,15.0,4.0,11.0,6,False,full_season_no_playoff
2007/08,regular,8,8,Bnei Sakhnin,4,4,15.0,4.0,11.0,6,False,full_season_no_playoff
2007/08,regular,8,8,Kiryat Shmona,5,5,12.0,4.0,8.0,6,False,full_season_no_playoff
2007/08,regular,8,8,Maccabi Haifa,6,6,10.0,4.0,6.0,6,True,full_season_no_playoff
2007/08,regular,8,8,H. Kfar Saba,7,7,10.0,4.0,6.0,6,True,full_season_no_playoff
2007/08,regular,8,8,FC Ashdod,8,8,10.0,4.0,6.0,6,True,full_season_no_playoff
2007/08,regular,8,8,Maccabi Herzlya,9,9,9.0,4.0,5.0,6,True,full_season_no_playoff
2007/08,regular,8,8,Bnei Yehuda,10,10,8.0,4.0,4.0,6,True,full_season_no_playoff
2007/08,regular,8,8,M. Tel Aviv,11,11,4.0,4.0,0.0,6,True,full_season_no_playoff
2007/08,regular,8,8,Hapoel Tel Aviv,12,12,3.0,4.0,1.0,6,True,full_season_no_playoff
2007/08,regular,9,9,B. Jerusalem,1,1,21.0,6.0,15.0,6,False,full_season_no_playoff
2007/08,regular,9,9,Bnei Sakhnin,2,2,18.0,6.0,12.0,6,False,full_season_no_playoff
2007/08,regular,9,9,Maccabi Netanya,3,3,17.0,6.0,11.0,6,False,full_season_no_playoff
2007/08,regular,9,9,M. Petah Tikva,4,4,16.0,6.0,10.0,6,False,full_season_no_playoff
2007/08,regular,9,9,Maccabi Haifa,5,5,13.0,6.0,7.0,6,False,full_season_no_playoff
2007/08,regular,9,9,Kiryat Shmona,6,6,13.0,6.0,7.0,6,False,full_season_no_playoff
2007/08,regular,9,9,H. Kfar Saba,7,7,13.0,6.0,7.0,6,False,full_season_no_playoff
2007/08,regular,9,9,Maccabi Herzlya,8,8,10.0,6.0,4.0,6,True,full_season_no_playoff
2007/08,regular,9,9,FC Ashdod,9,9,10.0,6.0,4.0,6,True,full_season_no_playoff
2007/08,regular,9,9,Bnei Yehuda,10,10,8.0,6.0,2.0,6,True,full_season_no_playoff
2007/08,regular,9,9,Hapoel Tel Aviv,11,11,6.0,6.0,0.0,6,True,full_season_no_playoff
2007/08,regular,9,9,M. Tel Aviv,12,12,4.0,6.0,2.0,6,True,full_season_no_playoff
2007/08,regular,10,10,B. Jerusalem,1,1,24.0,7.0,17.0,6,False,full_season_no_playoff
2007/08,regular,10,10,M. Petah Tikva,2,2,19.0,7.0,12.0,6,False,full_season_no_playoff
2007/08,regular,10,10,Bnei Sakhnin,3,3,18.0,7.0,11.0,6,False,full_season_no_playoff
2007/08,regular,10,10,Maccabi Netanya,4,4,17.0,7.0,10.0,6,False,full_season_no_playoff
2007/08,regular,10,10,Maccabi Haifa,5,5,16.0,7.0,9.0,6,False,full_season_no_playoff
2007/08,regular,10,10,H. Kfar Saba,6,6,16.0,7.0,9.0,6,False,full_season_no_playoff
2007/08,regular,10,10,Kiryat Shmona,7,7,16.0,7.0,9.0,6,False,full_season_no_playoff
2007/08,regular,10,10,Maccabi Herzlya,8,8,10.0,7.0,3.0,6,True,full_season_no_playoff
2007/08,regular,10,10,FC Ashdod,9,9,10.0,7.0,3.0,6,True,full_season_no_playoff
2007/08,regular,10,10,Bnei Yehuda,10,10,8.0,7.0,1.0,6,True,full_season_no_playoff
2007/08,regular,10,10,M. Tel Aviv,11,11,7.0,7.0,0.0,6,True,full_season_no_playoff
2007/08,regular,10,10,Hapoel Tel Aviv,12,12,6.0,7.0,1.0,6,True,full_season_no_playoff
2007/08,regular,11,11,B. Jerusalem,1,1,27.0,7.0,20.0,6,False,full_season_no_playoff
2007/08,regular,11,11,M. Petah Tikva,2,2,22.0,7.0,15.0,6,False,full_season_no_playoff
2007/08,regular,11,11,Bnei Sakhnin,3,3,21.0,7.0,14.0,6,False,full_season_no_playoff
2007/08,regular,11,11,Maccabi Netanya,4,4,20.0,7.0,13.0,6,False,full_season_no_playoff
2007/08,regular,11,11,Maccabi Haifa,5,5,19.0,7.0,12.0,6,False,full_season_no_playoff
2007/08,regular,11,11,Kiryat Shmona,6,6,19.0,7.0,12.0,6,False,full_season_no_playoff
2007/08,regular,11,11,H. Kfar Saba,7,7,16.0,7.0,9.0,6,False,full_season_no_playoff
2007/08,regular,11,11,Maccabi Herzlya,8,8,10.0,7.0,3.0,6,True,full_season_no_playoff
2007/08,regular,11,11,FC Ashdod,9,9,10.0,7.0,3.0,6,True,full_season_no_playoff
2007/08,regular,11,11,Bnei Yehuda,10,10,8.0,7.0,1.0,6,True,full_season_no_playoff
2007/08,regular,11,11,M. Tel Aviv,11,11,7.0,7.0,0.0,6,True,full_season_no_playoff
2007/08,regular,11,11,Hapoel Tel Aviv,12,12,6.0,7.0,1.0,6,True,full_season_no_playoff
2007/08,regular,12,12,B. Jerusalem,1,1,30.0,8.0,22.0,6,False,full_season_no_playoff
2007/08,regular,12,12,Maccabi Netanya,2,2,23.0,8.0,15.0,6,False,full_season_no_playoff
2007/08,regular,12,12,M. Petah Tikva,3,3,23.0,8.0,15.0,6,False,full_season_no_playoff
