season,round_from,round_to,team,prev_rank,new_rank,absolute_rank_change,stage_from,stage_to
2012/13,19,20,Bnei Yehuda,8,7,1,regular,regular
2012/13,19,20,Hapoel Tel Aviv,2,3,1,regular,regular
2012/13,19,20,Kiryat Shmona,6,8,2,regular,regular
2012/13,19,20,Maccabi Haifa,3,2,1,regular,regular
2012/13,19,20,Maccabi Netanya,11,10,1,regular,regular
2012/13,19,20,Ramat haSharon,7,6,1,regular,regular
2012/13,20,21,B. Jerusalem,4,6,2,regular,regular
2012/13,20,21,Bnei Yehuda,7,5,2,regular,regular
2012/13,20,21,FC Ashdod,5,8,3,regular,regular
2012/13,20,21,Kiryat Shmona,8,7,1,regular,regular
2012/13,20,21,Ramat haSharon,6,4,2,regular,regular
2012/13,21,22,B. Jerusalem,6,7,1,regular,regular
2012/13,21,22,Bnei Sakhnin,11,10,1,regular,regular
2012/13,21,22,Bnei Yehuda,5,4,1,regular,regular
2012/13,21,22,Kiryat Shmona,7,5,2,regular,regular
2012/13,21,22,Maccabi Netanya,10,11,1,regular,regular
2012/13,21,22,Ramat haSharon,4,6,2,regular,regular
2012/13,22,23,Bnei Sakhnin,10,11,1,regular,regular
2012/13,22,23,Maccabi Netanya,11,10,1,regular,regular
2012/13,23,24,Bnei Yehuda,4,5,1,regular,regular
2012/13,23,24,Kiryat Shmona,5,4,1,regular,regular
2012/13,25,26,B. Jerusalem,7,8,1,regular,regular
2012/13,25,26,Bnei Sakhnin,11,12,1,regular,regular
2012/13,25,26,FC Ashdod,8,7,1,regular,regular
2012/13,25,26,H. Ramat Gan,12,13,1,regular,regular
2012/13,25,26,Hapoel Haifa,13,10,3,regular,regular
2012/13,25,26,Hapoel Tel Aviv,3,4,1,regular,regular
2012/13,25,26,Kiryat Shmona,4,3,1,regular,regular
2012/13,25,26,Maccabi Netanya,10,11,1,regular,regular
2012/13,29,30,M. Tel Aviv,1,2,1,championship_playoff,championship_playoff
2012/13,29,30,Maccabi Haifa,2,1,1,championship_playoff,championship_playoff
2012/13,30,31,Hapoel Tel Aviv,3,2,1,championship_playoff,championship_playoff
2012/13,30,31,M. Tel Aviv,2,3,1,championship_playoff,championship_playoff
2012/13,33,34,Hapoel Tel Aviv,2,1,1,championship_playoff,championship_playoff
2012/13,33,34,Maccabi Haifa,1,2,1,championship_playoff,championship_playoff
2012/13,34,35,Bnei Yehuda,5,3,2,championship_playoff,championship_playoff
2012/13,34,35,Hapoel Tel Aviv,1,2,1,championship_playoff,championship_playoff
2012/13,34,35,Kiryat Shmona,4,5,1,championship_playoff,championship_playoff
2012/13,34,35,M. Tel Aviv,3,4,1,championship_playoff,championship_playoff
2012/13,34,35,Maccabi Haifa,2,1,1,championship_playoff,championship_playoff
2012/13,35,36,Bnei Yehuda,3,4,1,championship_playoff,championship_playoff
2012/13,35,36,Kiryat Shmona,5,3,2,championship_playoff,championship_playoff
2012/13,35,36,M. Tel Aviv,4,5,1,championship_playoff,championship_playoff
2012/13,27,28,B. Jerusalem,3,4,1,relegation_playoff,relegation_playoff
2012/13,27,28,Bnei Sakhnin,4,3,1,relegation_playoff,relegation_playoff
2012/13,28,29,H. Beer Sheva,5,6,1,relegation_playoff,relegation_playoff
2012/13,28,29,Maccabi Netanya,6,5,1,relegation_playoff,relegation_playoff
2012/13,31,32,B. Jerusalem,4,5,1,relegation_playoff,relegation_playoff
2012/13,31,32,Bnei Sakhnin,3,4,1,relegation_playoff,relegation_playoff
2012/13,31,32,H. Beer Sheva,6,3,3,relegation_playoff,relegation_playoff
2012/13,31,32,Maccabi Netanya,5,6,1,relegation_playoff,relegation_playoff
2012/13,32,33,FC Ashdod,1,2,1,relegation_playoff,relegation_playoff
2012/13,32,33,H. Beer Sheva,3,1,2,relegation_playoff,relegation_playoff
2012/13,32,33,Hapoel Haifa,2,3,1,relegation_playoff,relegation_playoff
2013/14,1,2,B. Jerusalem,12,8,4,regular,regular
2013/14,1,2,Bnei Sakhnin,7,5,2,regular,regular
2013/14,1,2,Bnei Yehuda,5,10,5,regular,regular
2013/14,1,2,H. Beer Sheva,2,1,1,regular,regular
2013/14,1,2,Hapoel Raanana,6,4,2,regular,regular
2013/14,1,2,Hapoel Tel Aviv,8,11,3,regular,regular
2013/14,1,2,Kiryat Shmona,11,6,5,regular,regular
2013/14,1,2,M. Petah Tikva,10,12,2,regular,regular
2013/14,1,2,M. Tel Aviv,4,2,2,regular,regular
2013/14,1,2,Maccabi Haifa,1,7,6,regular,regular
2013/14,2,3,Bnei Sakhnin,5,3,2,regular,regular
2013/14,2,3,Bnei Yehuda,10,11,1,regular,regular
2013/14,2,3,H. Beer Sheva,1,2,1,regular,regular
2013/14,2,3,Hapoel Acre,13,12,1,regular,regular
2013/14,2,3,Hapoel Haifa,3,5,2,regular,regular
2013/14,2,3,Hapoel Tel Aviv,11,7,4,regular,regular
2013/14,2,3,M. Petah Tikva,12,13,1,regular,regular
2013/14,2,3,M. Tel Aviv,2,1,1,regular,regular
2013/14,2,3,Maccabi Haifa,7,10,3,regular,regular
2013/14,3,4,B. Jerusalem,8,9,1,regular,regular
2013/14,3,4,Bnei Sakhnin,3,4,1,regular,regular
2013/14,3,4,FC Ashdod,9,7,2,regular,regular
2013/14,3,4,Hapoel Haifa,5,6,1,regular,regular
2013/14,3,4,Hapoel Raanana,4,3,1,regular,regular
2013/14,3,4,Hapoel Tel Aviv,7,5,2,regular,regular
2013/14,3,4,Kiryat Shmona,6,8,2,regular,regular
2013/14,4,5,B. Jerusalem,9,7,2,regular,regular
2013/14,4,5,Bnei Yehuda,11,13,2,regular,regular
2013/14,4,5,FC Ashdod,7,6,1,regular,regular
2013/14,4,5,Hapoel Haifa,6,9,3,regular,regular
2013/14,4,5,M. Petah Tikva,13,11,2,regular,regular
2013/14,5,6,B. Jerusalem,7,4,3,regular,regular
2013/14,5,6,Bnei Sakhnin,4,3,1,regular,regular
2013/14,5,6,FC Ashdod,6,11,5,regular,regular
2013/14,5,6,Hapoel Acre,12,10,2,regular,regular
2013/14,5,6,Hapoel Haifa,9,6,3,regular,regular
2013/14,5,6,Hapoel Raanana,3,7,4,regular,regular
2013/14,5,6,Hapoel Tel Aviv,5,8,3,regular,regular
2013/14,5,6,Kiryat Shmona,8,5,3,regular,regular
2013/14,5,6,M. Petah Tikva,11,12,1,regular,regular
2013/14,5,6,Maccabi Haifa,10,9,1,regular,regular
2013/14,6,7,B. Jerusalem,4,6,2,regular,regular
2013/14,6,7,Bnei Sakhnin,3,4,1,regular,regular
2013/14,6,7,FC Ashdod,11,10,1,regular,regular
2013/14,6,7,Hapoel Acre,10,11,1,regular,regular
2013/14,6,7,Hapoel Haifa,6,3,3,regular,regular
2013/14,6,7,Hapoel Raanana,7,8,1,regular,regular
2013/14,6,7,Hapoel Tel Aviv,8,5,3,regular,regular
2013/14,6,7,Kiryat Shmona,5,7,2,regular,regular
2013/14,7,8,B. Jerusalem,6,5,1,regular,regular
2013/14,7,8,Bnei Sakhnin,4,6,2,regular,regular
2013/14,7,8,FC Ashdod,10,9,1,regular,regular
2013/14,7,8,Hapoel Raanana,8,7,1,regular,regular
2013/14,7,8,Hapoel Tel Aviv,5,4,1,regular,regular
2013/14,7,8,Kiryat Shmona,7,8,1,regular,regular
2013/14,7,8,Maccabi Haifa,9,10,1,regular,regular
2013/14,8,9,B. Jerusalem,5,6,1,regular,regular
2013/14,8,9,Bnei Sakhnin,6,7,1,regular,regular
2013/14,8,9,FC Ashdod,9,8,1,regular,regular
2013/14,8,9,Hapoel Raanana,7,5,2,regular,regular
2013/14,8,9,Kiryat Shmona,8,9,1,regular,regular
2013/14,9,10,B. Jerusalem,6,9,3,regular,regular
2013/14,9,10,Bnei Sakhnin,7,4,3,regular,regular
2013/14,9,10,FC Ashdod,8,11,3,regular,regular
2013/14,9,10,Hapoel Acre,11,10,1,regular,regular
2013/14,9,10,Hapoel Haifa,3,5,2,regular,regular
2013/14,9,10,Hapoel Raanana,5,3,2,regular,regular
2013/14,9,10,Hapoel Tel Aviv,4,6,2,regular,regular
2013/14,9,10,Kiryat Shmona,9,7,2,regular,regular
2013/14,9,10,Maccabi Haifa,10,8,2,regular,regular
2013/14,10,11,B. Jerusalem,9,10,1,regular,regular
2013/14,10,11,Bnei Sakhnin,4,3,1,regular,regular
2013/14,10,11,Bnei Yehuda,13,14,1,regular,regular
2013/14,10,11,FC Ashdod,11,9,2,regular,regular
2013/14,10,11,Hapoel Acre,10,11,1,regular,regular
2013/14,10,11,Hapoel Haifa,5,8,3,regular,regular
2013/14,10,11,Hapoel Raanana,3,5,2,regular,regular
2013/14,10,11,Maccabi Haifa,8,4,4,regular,regular
2013/14,10,11,Ramat haSharon,14,13,1,regular,regular
2013/14,11,12,B. Jerusalem,10,11,1,regular,regular
2013/14,11,12,FC Ashdod,9,10,1,regular,regular
2013/14,11,12,Hapoel Acre,11,9,2,regular,regular
2013/14,11,12,Hapoel Raanana,5,6,1,regular,regular
2013/14,11,12,Hapoel Tel Aviv,6,5,1,regular,regular
2013/14,11,12,M. Petah Tikva,12,13,1,regular,regular
2013/14,11,12,Ramat haSharon,13,12,1,regular,regular
2013/14,12,13,Hapoel Raanana,6,7,1,regular,regular
2013/14,12,13,Kiryat Shmona,7,6,1,regular,regular
2013/14,13,14,FC Ashdod,10,8,2,regular,regular
2013/14,13,14,Hapoel Acre,9,10,1,regular,regular
2013/14,13,14,Hapoel Haifa,8,6,2,regular,regular
2013/14,13,14,Hapoel Raanana,7,9,2,regular,regular
2013/14,13,14,Hapoel Tel Aviv,5,7,2,regular,regular
2013/14,13,14,Kiryat Shmona,6,4,2,regular,regular
2013/14,13,14,M. Petah Tikva,13,12,1,regular,regular
2013/14,13,14,Maccabi Haifa,4,5,1,regular,regular
2013/14,13,14,Ramat haSharon,12,13,1,regular,regular
2013/14,14,15,B. Jerusalem,11,10,1,regular,regular
2013/14,14,15,Hapoel Acre,10,11,1,regular,regular
2013/14,15,16,B. Jerusalem,10,9,1,regular,regular
2013/14,15,16,Hapoel Raanana,9,10,1,regular,regular
2013/14,15,16,M. Petah Tikva,12,13,1,regular,regular
2013/14,15,16,Ramat haSharon,13,12,1,regular,regular
2013/14,16,17,FC Ashdod,8,7,1,regular,regular
2013/14,16,17,Hapoel Haifa,6,8,2,regular,regular
2013/14,16,17,Hapoel Tel Aviv,7,6,1,regular,regular
2013/14,16,17,M. Petah Tikva,13,12,1,regular,regular
2013/14,16,17,Ramat haSharon,12,13,1,regular,regular
2013/14,17,18,Hapoel Tel Aviv,6,5,1,regular,regular
2013/14,17,18,M. Petah Tikva,12,13,1,regular,regular
2013/14,17,18,Maccabi Haifa,5,6,1,regular,regular
2013/14,17,18,Ramat haSharon,13,12,1,regular,regular
2013/14,18,19,B. Jerusalem,9,10,1,regular,regular
2013/14,18,19,Bnei Sakhnin,3,4,1,regular,regular
2013/14,18,19,Hapoel Raanana,10,9,1,regular,regular
2013/14,18,19,Hapoel Tel Aviv,5,3,2,regular,regular
2013/14,18,19,Kiryat Shmona,4,6,2,regular,regular
2013/14,18,19,Maccabi Haifa,6,5,1,regular,regular
2013/14,19,20,B. Jerusalem,10,9,1,regular,regular
2013/14,19,20,Bnei Sakhnin,4,5,1,regular,regular
2013/14,19,20,FC Ashdod,7,8,1,regular,regular
2013/14,19,20,Hapoel Haifa,8,7,1,regular,regular
2013/14,19,20,Hapoel Raanana,9,10,1,regular,regular
2013/14,19,20,M. Petah Tikva,13,12,1,regular,regular
2013/14,19,20,Maccabi Haifa,5,4,1,regular,regular
2013/14,19,20,Ramat haSharon,12,13,1,regular,regular
2013/14,20,21,FC Ashdod,8,7,1,regular,regular
2013/14,20,21,Hapoel Acre,11,10,1,regular,regular
2013/14,20,21,Hapoel Haifa,7,8,1,regular,regular
2013/14,20,21,Hapoel Raanana,10,11,1,regular,regular
2013/14,20,21,Hapoel Tel Aviv,3,4,1,regular,regular
2013/14,20,21,Maccabi Haifa,4,3,1,regular,regular
2013/14,21,22,B. Jerusalem,9,8,1,regular,regular
2013/14,21,22,Bnei Sakhnin,5,6,1,regular,regular
2013/14,21,22,Hapoel Haifa,8,9,1,regular,regular
2013/14,21,22,Hapoel Tel Aviv,4,5,1,regular,regular
2013/14,21,22,Kiryat Shmona,6,3,3,regular,regular
2013/14,21,22,Maccabi Haifa,3,4,1,regular,regular
2013/14,22,23,B. Jerusalem,8,9,1,regular,regular
2013/14,22,23,Bnei Yehuda,14,13,1,regular,regular
2013/14,22,23,Hapoel Haifa,9,8,1,regular,regular
2013/14,22,23,Ramat haSharon,13,14,1,regular,regular
2013/14,23,24,B. Jerusalem,9,8,1,regular,regular
2013/14,23,24,Bnei Yehuda,13,14,1,regular,regular
2013/14,23,24,FC Ashdod,7,9,2,regular,regular
2013/14,23,24,Hapoel Haifa,8,7,1,regular,regular
2013/14,23,24,Ramat haSharon,14,13,1,regular,regular
2013/14,25,26,B. Jerusalem,8,9,1,regular,regular
2013/14,25,26,Bnei Sakhnin,6,5,1,regular,regular
2013/14,25,26,Bnei Yehuda,14,13,1,regular,regular
2013/14,25,26,FC Ashdod,9,7,2,regular,regular
2013/14,25,26,Hapoel Haifa,7,8,1,regular,regular
2013/14,25,26,Hapoel Tel Aviv,5,6,1,regular,regular
2013/14,25,26,Ramat haSharon,13,14,1,regular,regular
2013/14,27,28,Hapoel Tel Aviv,5,4,1,championship_playoff,championship_playoff
2013/14,27,28,Maccabi Haifa,4,5,1,championship_playoff,championship_playoff
2013/14,28,29,Bnei Sakhnin,6,5,1,championship_playoff,championship_playoff
2013/14,28,29,H. Beer Sheva,2,1,1,championship_playoff,championship_playoff
2013/14,28,29,M. Tel Aviv,1,2,1,championship_playoff,championship_playoff
2013/14,28,29,Maccabi Haifa,5,6,1,championship_playoff,championship_playoff
2013/14,30,31,Bnei Sakhnin,5,6,1,championship_playoff,championship_playoff
2013/14,30,31,Maccabi Haifa,6,5,1,championship_playoff,championship_playoff
2013/14,31,32,Kiryat Shmona,3,2,1,championship_playoff,championship_playoff
2013/14,31,32,M. Tel Aviv,2,3,1,championship_playoff,championship_playoff
2013/14,32,33,H. Beer Sheva,1,2,1,championship_playoff,championship_playoff
2013/14,32,33,Kiryat Shmona,2,1,1,championship_playoff,championship_playoff
2013/14,33,34,H. Beer Sheva,2,1,1,championship_playoff,championship_playoff
2013/14,33,34,Kiryat Shmona,1,2,1,championship_playoff,championship_playoff
2013/14,34,35,H. Beer Sheva,1,2,1,championship_playoff,championship_playoff
2013/14,34,35,Kiryat Shmona,2,1,1,championship_playoff,championship_playoff
2013/14,35,36,Hapoel Tel Aviv,4,3,1,championship_playoff,championship_playoff
2013/14,35,36,M. Tel Aviv,3,4,1,championship_playoff,championship_playoff
2013/14,28,29,M. Petah Tikva,7,8,1,relegation_playoff,relegation_playoff
2013/14,28,29,Ramat haSharon,8,7,1,relegation_playoff,relegation_playoff
2013/14,31,32,B. Jerusalem,3,4,1,relegation_playoff,relegation_playoff
2013/14,31,32,Bnei Yehuda,5,3,2,relegation_playoff,relegation_playoff
2013/14,31,32,Hapoel Acre,4,5,1,relegation_playoff,relegation_playoff
2014/15,1,2,Bnei Sakhnin,12,11,1,regular,regular
2014/15,1,2,FC Ashdod,9,4,5,regular,regular
2014/15,1,2,H. Beer Sheva,6,3,3,regular,regular
2014/15,1,2,Hapoel Acre,7,9,2,regular,regular
2014/15,1,2,Hapoel Haifa,8,12,4,regular,regular
2014/15,1,2,Hapoel Raanana,1,6,5,regular,regular
2014/15,1,2,Hapoel Tel Aviv,4,8,4,regular,regular
2014/15,1,2,Kiryat Shmona,10,2,8,regular,regular
2014/15,1,2,M. Tel Aviv,2,1,1,regular,regular
2014/15,1,2,Maccabi Haifa,3,7,4,regular,regular
2014/15,1,2,Maccabi Netanya,11,10,1,regular,regular
2014/15,2,3,B. Jerusalem,5,7,2,regular,regular
2014/15,2,3,FC Ashdod,4,6,2,regular,regular
2014/15,2,3,H. Beer Sheva,3,2,1,regular,regular
2014/15,2,3,Hapoel Acre,9,10,1,regular,regular
2014/15,2,3,Hapoel Haifa,12,13,1,regular,regular
2014/15,2,3,Hapoel Raanana,6,9,3,regular,regular
2014/15,2,3,Hapoel Tel Aviv,8,5,3,regular,regular
2014/15,2,3,Kiryat Shmona,2,1,1,regular,regular
2014/15,2,3,M. Petah Tikva,13,8,5,regular,regular
2014/15,2,3,M. Tel Aviv,1,3,2,regular,regular
2014/15,2,3,Maccabi Haifa,7,4,3,regular,regular
2014/15,2,3,Maccabi Netanya,10,12,2,regular,regular
2014/15,3,4,FC Ashdod,6,5,1,regular,regular
2014/15,3,4,H. Beer Sheva,2,3,1,regular,regular
2014/15,3,4,H. Petah Tikva,14,13,1,regular,regular
2014/15,3,4,Hapoel Acre,10,12,2,regular,regular
2014/15,3,4,Hapoel Haifa,13,9,4,regular,regular
2014/15,3,4,Hapoel Raanana,9,8,1,regular,regular
2014/15,3,4,Hapoel Tel Aviv,5,4,1,regular,regular
2014/15,3,4,M. Petah Tikva,8,10,2,regular,regular
2014/15,3,4,M. Tel Aviv,3,2,1,regular,regular
2014/15,3,4,Maccabi Haifa,4,6,2,regular,regular
2014/15,3,4,Maccabi Netanya,12,14,2,regular,regular
2014/15,4,5,B. Jerusalem,7,4,3,regular,regular
2014/15,4,5,Bnei Sakhnin,11,13,2,regular,regular
2014/15,4,5,FC Ashdod,5,7,2,regular,regular
2014/15,4,5,H. Petah Tikva,13,9,4,regular,regular
2014/15,4,5,Hapoel Acre,12,14,2,regular,regular
2014/15,4,5,Hapoel Haifa,9,11,2,regular,regular
2014/15,4,5,Hapoel Raanana,8,5,3,regular,regular
2014/15,4,5,Hapoel Tel Aviv,4,6,2,regular,regular
2014/15,4,5,M. Petah Tikva,10,12,2,regular,regular
2014/15,4,5,Maccabi Haifa,6,8,2,regular,regular
2014/15,4,5,Maccabi Netanya,14,10,4,regular,regular
2014/15,5,6,Bnei Sakhnin,13,14,1,regular,regular
2014/15,5,6,FC Ashdod,7,8,1,regular,regular
2014/15,5,6,H. Petah Tikva,9,10,1,regular,regular
2014/15,5,6,Hapoel Acre,14,11,3,regular,regular
2014/15,5,6,Hapoel Haifa,11,13,2,regular,regular
2014/15,5,6,Hapoel Raanana,5,6,1,regular,regular
2014/15,5,6,Hapoel Tel Aviv,6,5,1,regular,regular
2014/15,5,6,M. Petah Tikva,12,7,5,regular,regular
2014/15,5,6,Maccabi Haifa,8,9,1,regular,regular
2014/15,5,6,Maccabi Netanya,10,12,2,regular,regular
2014/15,6,7,Bnei Sakhnin,14,10,4,regular,regular
2014/15,6,7,FC Ashdod,8,11,3,regular,regular
2014/15,6,7,H. Petah Tikva,10,13,3,regular,regular
2014/15,6,7,Hapoel Acre,11,9,2,regular,regular
2014/15,6,7,Hapoel Haifa,13,14,1,regular,regular
2014/15,6,7,Maccabi Haifa,9,12,3,regular,regular
2014/15,6,7,Maccabi Netanya,12,8,4,regular,regular
2014/15,7,8,B. Jerusalem,4,5,1,regular,regular
2014/15,7,8,FC Ashdod,11,13,2,regular,regular
2014/15,7,8,H. Petah Tikva,13,14,1,regular,regular
2014/15,7,8,Hapoel Acre,9,11,2,regular,regular
2014/15,7,8,Hapoel Haifa,14,12,2,regular,regular
2014/15,7,8,Hapoel Raanana,6,7,1,regular,regular
2014/15,7,8,Hapoel Tel Aviv,5,4,1,regular,regular
2014/15,7,8,M. Petah Tikva,7,6,1,regular,regular
2014/15,7,8,Maccabi Haifa,12,8,4,regular,regular
2014/15,7,8,Maccabi Netanya,8,9,1,regular,regular
2014/15,8,9,B. Jerusalem,5,6,1,regular,regular
2014/15,8,9,Bnei Sakhnin,10,9,1,regular,regular
2014/15,8,9,FC Ashdod,13,10,3,regular,regular
2014/15,8,9,Hapoel Acre,11,12,1,regular,regular
2014/15,8,9,Hapoel Haifa,12,13,1,regular,regular
2014/15,8,9,Hapoel Raanana,7,8,1,regular,regular
2014/15,8,9,M. Petah Tikva,6,5,1,regular,regular
2014/15,8,9,Maccabi Haifa,8,11,3,regular,regular
2014/15,8,9,Maccabi Netanya,9,7,2,regular,regular
2014/15,9,10,B. Jerusalem,6,9,3,regular,regular
2014/15,9,10,Bnei Sakhnin,9,11,2,regular,regular
2014/15,9,10,FC Ashdod,10,7,3,regular,regular
2014/15,9,10,H. Petah Tikva,14,12,2,regular,regular
2014/15,9,10,Hapoel Acre,12,13,1,regular,regular
2014/15,9,10,Hapoel Haifa,13,14,1,regular,regular
2014/15,9,10,Maccabi Haifa,11,6,5,regular,regular
2014/15,9,10,Maccabi Netanya,7,10,3,regular,regular
2014/15,10,11,B. Jerusalem,9,7,2,regular,regular
2014/15,10,11,Bnei Sakhnin,11,13,2,regular,regular
2014/15,10,11,FC Ashdod,7,8,1,regular,regular
2014/15,10,11,H. Petah Tikva,12,14,2,regular,regular
2014/15,10,11,Hapoel Acre,13,10,3,regular,regular
2014/15,10,11,Hapoel Haifa,14,12,2,regular,regular
2014/15,10,11,Hapoel Raanana,8,9,1,regular,regular
2014/15,10,11,Kiryat Shmona,1,2,1,regular,regular
2014/15,10,11,M. Tel Aviv,2,1,1,regular,regular
2014/15,10,11,Maccabi Netanya,10,11,1,regular,regular
2014/15,11,12,Bnei Sakhnin,13,12,1,regular,regular
2014/15,11,12,FC Ashdod,8,5,3,regular,regular
2014/15,11,12,H. Petah Tikva,14,10,4,regular,regular
2014/15,11,12,Hapoel Acre,10,13,3,regular,regular
2014/15,11,12,Hapoel Haifa,12,14,2,regular,regular
2014/15,11,12,Hapoel Raanana,9,11,2,regular,regular
2014/15,11,12,Kiryat Shmona,2,1,1,regular,regular
2014/15,11,12,M. Petah Tikva,5,6,1,regular,regular
2014/15,11,12,M. Tel Aviv,1,2,1,regular,regular
2014/15,11,12,Maccabi Haifa,6,8,2,regular,regular
2014/15,11,12,Maccabi Netanya,11,9,2,regular,regular
2014/15,12,13,B. Jerusalem,7,8,1,regular,regular
2014/15,12,13,Bnei Sakhnin,12,10,2,regular,regular
2014/15,12,13,FC Ashdod,5,6,1,regular,regular
2014/15,12,13,H. Petah Tikva,10,12,2,regular,regular
2014/15,12,13,Hapoel Tel Aviv,4,7,3,regular,regular
2014/15,12,13,Kiryat Shmona,1,2,1,regular,regular
2014/15,12,13,M. Petah Tikva,6,4,2,regular,regular
2014/15,12,13,M. Tel Aviv,2,1,1,regular,regular
2014/15,12,13,Maccabi Haifa,8,5,3,regular,regular
2014/15,13,14,Bnei Sakhnin,10,9,1,regular,regular
2014/15,13,14,FC Ashdod,6,7,1,regular,regular
2014/15,13,14,Hapoel Acre,13,14,1,regular,regular
2014/15,13,14,Hapoel Haifa,14,13,1,regular,regular
2014/15,13,14,Hapoel Tel Aviv,7,4,3,regular,regular
2014/15,13,14,M. Petah Tikva,4,6,2,regular,regular
2014/15,13,14,Maccabi Netanya,9,10,1,regular,regular
2014/15,14,15,B. Jerusalem,8,6,2,regular,regular
2014/15,14,15,Bnei Sakhnin,9,8,1,regular,regular
2014/15,14,15,FC Ashdod,7,10,3,regular,regular
2014/15,14,15,H. Petah Tikva,12,13,1,regular,regular
2014/15,14,15,Hapoel Haifa,13,11,2,regular,regular
2014/15,14,15,Hapoel Raanana,11,12,1,regular,regular
2014/15,14,15,M. Petah Tikva,6,7,1,regular,regular
2014/15,14,15,Maccabi Netanya,10,9,1,regular,regular
2014/15,15,16,B. Jerusalem,6,4,2,regular,regular
2014/15,15,16,Bnei Sakhnin,8,9,1,regular,regular
2014/15,15,16,FC Ashdod,10,7,3,regular,regular
2014/15,15,16,Hapoel Tel Aviv,4,5,1,regular,regular
2014/15,15,16,Kiryat Shmona,2,1,1,regular,regular
2014/15,15,16,M. Petah Tikva,7,8,1,regular,regular
2014/15,15,16,M. Tel Aviv,1,2,1,regular,regular
2014/15,15,16,Maccabi Haifa,5,6,1,regular,regular
2014/15,15,16,Maccabi Netanya,9,10,1,regular,regular
2014/15,16,17,Bnei Sakhnin,9,10,1,regular,regular
2014/15,16,17,Hapoel Haifa,11,8,3,regular,regular
2014/15,16,17,Hapoel Raanana,12,11,1,regular,regular
2014/15,16,17,Hapoel Tel Aviv,5,6,1,regular,regular
2014/15,16,17,Kiryat Shmona,1,2,1,regular,regular
2014/15,16,17,M. Petah Tikva,8,5,3,regular,regular
2014/15,16,17,M. Tel Aviv,2,1,1,regular,regular
2014/15,16,17,Maccabi Haifa,6,9,3,regular,regular
2014/15,16,17,Maccabi Netanya,10,12,2,regular,regular
2014/15,17,18,Bnei Sakhnin,10,12,2,regular,regular
2014/15,17,18,FC Ashdod,7,5,2,regular,regular
2014/15,17,18,Hapoel Haifa,8,10,2,regular,regular
2014/15,17,18,Hapoel Raanana,11,8,3,regular,regular
2014/15,17,18,M. Petah Tikva,5,7,2,regular,regular
2014/15,17,18,Maccabi Haifa,9,11,2,regular,regular
2014/15,17,18,Maccabi Netanya,12,9,3,regular,regular
2014/15,18,19,FC Ashdod,5,6,1,regular,regular
2014/15,18,19,Hapoel Haifa,10,11,1,regular,regular
2014/15,18,19,Hapoel Raanana,8,5,3,regular,regular
2014/15,18,19,Hapoel Tel Aviv,6,7,1,regular,regular
2014/15,18,19,M. Petah Tikva,7,8,1,regular,regular
2014/15,18,19,Maccabi Haifa,11,10,1,regular,regular
2014/15,19,20,Bnei Sakhnin,12,11,1,regular,regular
2014/15,19,20,FC Ashdod,6,8,2,regular,regular
2014/15,19,20,Hapoel Haifa,11,12,1,regular,regular
2014/15,19,20,Hapoel Tel Aviv,7,9,2,regular,regular
2014/15,19,20,M. Petah Tikva,8,6,2,regular,regular
2014/15,19,20,Maccabi Netanya,9,7,2,regular,regular
2014/15,20,21,FC Ashdod,8,9,1,regular,regular
2014/15,20,21,Hapoel Raanana,5,6,1,regular,regular
2014/15,20,21,Hapoel Tel Aviv,9,7,2,regular,regular
2014/15,20,21,M. Petah Tikva,6,5,1,regular,regular
2014/15,20,21,Maccabi Netanya,7,8,1,regular,regular
2014/15,21,22,B. Jerusalem,4,5,1,regular,regular
2014/15,21,22,Bnei Sakhnin,11,9,2,regular,regular
2014/15,21,22,FC Ashdod,9,11,2,regular,regular
2014/15,21,22,Hapoel Tel Aviv,7,8,1,regular,regular
2014/15,21,22,M. Petah Tikva,5,4,1,regular,regular
2014/15,21,22,Maccabi Haifa,10,7,3,regular,regular
2014/15,21,22,Maccabi Netanya,8,10,2,regular,regular
2014/15,22,23,Bnei Sakhnin,9,10,1,regular,regular
2014/15,22,23,Hapoel Tel Aviv,8,9,1,regular,regular
2014/15,22,23,Maccabi Haifa,7,8,1,regular,regular
2014/15,22,23,Maccabi Netanya,10,7,3,regular,regular
2014/15,23,24,Maccabi Haifa,8,7,1,regular,regular
2014/15,23,24,Maccabi Netanya,7,8,1,regular,regular
2014/15,24,25,B. Jerusalem,5,4,1,regular,regular
2014/15,24,25,Bnei Sakhnin,10,9,1,regular,regular
2014/15,24,25,Hapoel Raanana,6,7,1,regular,regular
2014/15,24,25,Hapoel Tel Aviv,9,8,1,regular,regular
2014/15,24,25,M. Petah Tikva,4,5,1,regular,regular
2014/15,24,25,Maccabi Haifa,7,6,1,regular,regular
