season,stage,local_round,global_round,leader,leader_points,runner_up,runner_up_points,gap_1st_2nd,remaining_rounds,points_available,is_title_decided_after_round,title_decision_method
2018/19,regular,16,16,M. Tel Aviv,42.0,Bnei Yehuda,26.0,16.0,20,60,False,full_season_with_championship_playoff
2018/19,regular,17,17,M. Tel Aviv,45.0,Bnei Yehuda,29.0,16.0,19,57,False,full_season_with_championship_playoff
2018/19,regular,18,18,M. Tel Aviv,46.0,Bnei Yehuda,30.0,16.0,18,54,False,full_season_with_championship_playoff
2018/19,regular,19,19,M. Tel Aviv,49.0,Bnei Yehuda,31.0,18.0,17,51,False,full_season_with_championship_playoff
2018/19,regular,20,20,M. Tel Aviv,52.0,Bnei Yehuda,31.0,21.0,16,48,False,full_season_with_championship_playoff
2018/19,regular,21,21,M. Tel Aviv,53.0,Maccabi Haifa,33.0,20.0,15,45,False,full_season_with_championship_playoff
2018/19,regular,22,22,M. Tel Aviv,54.0,Bnei Yehuda,34.0,20.0,14,42,False,full_season_with_championship_playoff
2018/19,regular,23,23,M. Tel Aviv,57.0,Bnei Yehuda,37.0,20.0,13,39,False,full_season_with_championship_playoff
2018/19,regular,24,24,M. Tel Aviv,60.0,Maccabi Netanya,39.0,21.0,12,36,False,full_season_with_championship_playoff
2018/19,regular,25,25,M. Tel Aviv,63.0,Maccabi Netanya,42.0,21.0,11,33,False,full_season_with_championship_playoff
2018/19,regular,26,26,M. Tel Aviv,66.0,Maccabi Haifa,44.0,22.0,10,30,False,full_season_with_championship_playoff
2018/19,championship_playoff,1,27,M. Tel Aviv,69.0,Maccabi Haifa,44.0,25.0,9,27,False,full_season_with_championship_playoff
2018/19,championship_playoff,2,28,M. Tel Aviv,72.0,H. Beer Sheva,45.0,27.0,8,24,True,full_season_with_championship_playoff
2018/19,championship_playoff,3,29,M. Tel Aviv,75.0,H. Beer Sheva,48.0,27.0,7,21,True,full_season_with_championship_playoff
2018/19,championship_playoff,4,30,M. Tel Aviv,76.0,H. Beer Sheva,49.0,27.0,6,18,True,full_season_with_championship_playoff
2018/19,championship_playoff,5,31,M. Tel Aviv,79.0,Maccabi Haifa,50.0,29.0,5,15,True,full_season_with_championship_playoff
2018/19,championship_playoff,6,32,M. Tel Aviv,82.0,Maccabi Haifa,51.0,31.0,4,12,True,full_season_with_championship_playoff
2018/19,championship_playoff,7,33,M. Tel Aviv,82.0,Maccabi Haifa,54.0,28.0,3,9,True,full_season_with_championship_playoff
2018/19,championship_playoff,8,34,M. Tel Aviv,85.0,Maccabi Haifa,54.0,31.0,2,6,True,full_season_with_championship_playoff
2018/19,championship_playoff,9,35,M. Tel Aviv,86.0,H. Beer Sheva,55.0,31.0,1,3,True,full_season_with_championship_playoff
2018/19,championship_playoff,10,36,M. Tel Aviv,89.0,Maccabi Haifa,58.0,31.0,0,0,True,full_season_with_championship_playoff
2019/20,regular,1,1,M. Tel Aviv,3.0,Maccabi Haifa,3.0,0.0,35,105,False,full_season_with_championship_playoff
2019/20,regular,2,2,H. Beer Sheva,4.0,Maccabi Netanya,4.0,0.0,34,102,False,full_season_with_championship_playoff
2019/20,regular,3,3,Maccabi Haifa,7.0,Hapoel Haifa,7.0,0.0,33,99,False,full_season_with_championship_playoff
2019/20,regular,4,4,M. Tel Aviv,10.0,H. Beer Sheva,8.0,2.0,32,96,False,full_season_with_championship_playoff
2019/20,regular,5,5,M. Tel Aviv,13.0,H. Beer Sheva,11.0,2.0,31,93,False,full_season_with_championship_playoff
2019/20,regular,6,6,H. Beer Sheva,14.0,M. Tel Aviv,14.0,0.0,30,90,False,full_season_with_championship_playoff
2019/20,regular,7,7,H. Beer Sheva,17.0,M. Tel Aviv,17.0,0.0,29,87,False,full_season_with_championship_playoff
2019/20,regular,8,8,M. Tel Aviv,20.0,Maccabi Haifa,17.0,3.0,28,84,False,full_season_with_championship_playoff
2019/20,regular,9,9,M. Tel Aviv,23.0,Maccabi Haifa,20.0,3.0,27,81,False,full_season_with_championship_playoff
2019/20,regular,10,10,M. Tel Aviv,26.0,Maccabi Haifa,23.0,3.0,26,78,False,full_season_with_championship_playoff
2019/20,regular,11,11,M. Tel Aviv,29.0,Maccabi Haifa,26.0,3.0,25,75,False,full_season_with_championship_playoff
2019/20,regular,12,12,M. Tel Aviv,32.0,Maccabi Haifa,27.0,5.0,24,72,False,full_season_with_championship_playoff
2019/20,regular,13,13,M. Tel Aviv,33.0,Maccabi Haifa,30.0,3.0,23,69,False,full_season_with_championship_playoff
2019/20,regular,14,14,M. Tel Aviv,34.0,Maccabi Haifa,31.0,3.0,22,66,False,full_season_with_championship_playoff
2019/20,regular,15,15,M. Tel Aviv,37.0,Maccabi Haifa,34.0,3.0,21,63,False,full_season_with_championship_playoff
2019/20,regular,16,16,M. Tel Aviv,40.0,Maccabi Haifa,37.0,3.0,20,60,False,full_season_with_championship_playoff
2019/20,regular,17,17,M. Tel Aviv,43.0,Maccabi Haifa,37.0,6.0,19,57,False,full_season_with_championship_playoff
2019/20,regular,18,18,M. Tel Aviv,44.0,Maccabi Haifa,40.0,4.0,18,54,False,full_season_with_championship_playoff
2019/20,regular,19,19,M. Tel Aviv,47.0,Maccabi Haifa,43.0,4.0,17,51,False,full_season_with_championship_playoff
2019/20,regular,20,20,M. Tel Aviv,50.0,Maccabi Haifa,46.0,4.0,16,48,False,full_season_with_championship_playoff
2019/20,regular,21,21,M. Tel Aviv,51.0,Maccabi Haifa,46.0,5.0,15,45,False,full_season_with_championship_playoff
2019/20,regular,22,22,M. Tel Aviv,54.0,Maccabi Haifa,49.0,5.0,14,42,False,full_season_with_championship_playoff
2019/20,regular,23,23,M. Tel Aviv,55.0,Maccabi Haifa,49.0,6.0,13,39,False,full_season_with_championship_playoff
2019/20,regular,24,24,M. Tel Aviv,58.0,Maccabi Haifa,52.0,6.0,12,36,False,full_season_with_championship_playoff
2019/20,regular,25,25,M. Tel Aviv,61.0,Maccabi Haifa,55.0,6.0,11,33,False,full_season_with_championship_playoff
2019/20,regular,26,26,M. Tel Aviv,64.0,Maccabi Haifa,58.0,6.0,10,30,False,full_season_with_championship_playoff
2019/20,championship_playoff,1,27,M. Tel Aviv,67.0,Maccabi Haifa,58.0,9.0,9,27,False,full_season_with_championship_playoff
2019/20,championship_playoff,2,28,M. Tel Aviv,70.0,Maccabi Haifa,58.0,12.0,8,24,False,full_season_with_championship_playoff
2019/20,championship_playoff,3,29,M. Tel Aviv,71.0,Maccabi Haifa,59.0,12.0,7,21,False,full_season_with_championship_playoff
2019/20,championship_playoff,4,30,M. Tel Aviv,72.0,Maccabi Haifa,60.0,12.0,6,18,False,full_season_with_championship_playoff
2019/20,championship_playoff,5,31,M. Tel Aviv,75.0,Maccabi Haifa,63.0,12.0,5,15,False,full_season_with_championship_playoff
2019/20,championship_playoff,6,32,M. Tel Aviv,78.0,Maccabi Haifa,66.0,12.0,4,12,False,full_season_with_championship_playoff
2019/20,championship_playoff,7,33,M. Tel Aviv,81.0,Maccabi Haifa,69.0,12.0,3,9,True,full_season_with_championship_playoff
2019/20,championship_playoff,8,34,M. Tel Aviv,84.0,Maccabi Haifa,72.0,12.0,2,6,True,full_season_with_championship_playoff
2019/20,championship_playoff,9,35,M. Tel Aviv,87.0,Maccabi Haifa,72.0,15.0,1,3,True,full_season_with_championship_playoff
2019/20,championship_playoff,10,36,M. Tel Aviv,87.0,Maccabi Haifa,73.0,14.0,0,0,True,full_season_with_championship_playoff
2020/21,regular,1,1,Bnei Yehuda,3.0,Kiryat Shmona,3.0,0.0,35,105,False,full_season_with_championship_playoff
2020/21,regular,2,2,B. Jerusalem,6.0,Maccabi Haifa,6.0,0.0,34,102,False,full_season_with_championship_playoff
2020/21,regular,3,3,Maccabi Haifa,9.0,B. Jerusalem,9.0,0.0,33,99,False,full_season_with_championship_playoff
2020/21,regular,4,4,Maccabi Haifa,10.0,B. Jerusalem,10.0,0.0,32,96,False,full_season_with_championship_playoff
2020/21,regular,5,5,M. Petah Tikva,12.0,Maccabi Haifa,10.0,2.0,31,93,False,full_season_with_championship_playoff
2020/21,regular,6,6,Maccabi Haifa,13.0,M. Petah Tikva,12.0,1.0,30,90,False,full_season_with_championship_playoff
2020/21,regular,7,7,Kiryat Shmona,14.0,Maccabi Haifa,13.0,1.0,29,87,False,full_season_with_championship_playoff
2020/21,regular,8,8,Maccabi Haifa,16.0,M. Petah Tikva,16.0,0.0,28,84,False,full_season_with_championship_playoff
2020/21,regular,9,9,Maccabi Haifa,19.0,M. Petah Tikva,19.0,0.0,27,81,False,full_season_with_championship_playoff
2020/21,regular,10,10,Maccabi Haifa,22.0,M. Petah Tikva,19.0,3.0,26,78,False,full_season_with_championship_playoff
2020/21,regular,11,11,Maccabi Haifa,25.0,FC Ashdod,19.0,6.0,25,75,False,full_season_with_championship_playoff
2020/21,regular,12,12,Maccabi Haifa,28.0,M. Petah Tikva,22.0,6.0,24,72,False,full_season_with_championship_playoff
2020/21,regular,13,13,Maccabi Haifa,31.0,M. Tel Aviv,23.0,8.0,23,69,False,full_season_with_championship_playoff
2020/21,regular,14,14,Maccabi Haifa,34.0,M. Tel Aviv,26.0,8.0,22,66,False,full_season_with_championship_playoff
2020/21,regular,15,15,Maccabi Haifa,35.0,M. Tel Aviv,27.0,8.0,21,63,False,full_season_with_championship_playoff
2020/21,regular,16,16,Maccabi Haifa,38.0,M. Tel Aviv,30.0,8.0,20,60,False,full_season_with_championship_playoff
2020/21,regular,17,17,Maccabi Haifa,38.0,M. Tel Aviv,33.0,5.0,19,57,False,full_season_with_championship_playoff
2020/21,regular,18,18,Maccabi Haifa,41.0,M. Tel Aviv,36.0,5.0,18,54,False,full_season_with_championship_playoff
2020/21,regular,19,19,Maccabi Haifa,41.0,M. Tel Aviv,39.0,2.0,17,51,False,full_season_with_championship_playoff
2020/21,regular,20,20,Maccabi Haifa,44.0,M. Tel Aviv,42.0,2.0,16,48,False,full_season_with_championship_playoff
2020/21,regular,21,21,Maccabi Haifa,47.0,M. Tel Aviv,45.0,2.0,15,45,False,full_season_with_championship_playoff
2020/21,regular,22,22,Maccabi Haifa,50.0,M. Tel Aviv,48.0,2.0,14,42,False,full_season_with_championship_playoff
2020/21,regular,23,23,Maccabi Haifa,53.0,M. Tel Aviv,51.0,2.0,13,39,False,full_season_with_championship_playoff
2020/21,regular,24,24,M. Tel Aviv,54.0,Maccabi Haifa,53.0,1.0,12,36,False,full_season_with_championship_playoff
2020/21,regular,25,25,M. Tel Aviv,57.0,Maccabi Haifa,56.0,1.0,11,33,False,full_season_with_championship_playoff
2020/21,regular,26,26,Maccabi Haifa,59.0,M. Tel Aviv,58.0,1.0,10,30,False,full_season_with_championship_playoff
2020/21,championship_playoff,1,27,M. Tel Aviv,61.0,Maccabi Haifa,60.0,1.0,9,27,False,full_season_with_championship_playoff
2020/21,championship_playoff,2,28,M. Tel Aviv,62.0,Maccabi Haifa,61.0,1.0,8,24,False,full_season_with_championship_playoff
2020/21,championship_playoff,3,29,M. Tel Aviv,65.0,Maccabi Haifa,64.0,1.0,7,21,False,full_season_with_championship_playoff
2020/21,championship_playoff,4,30,Maccabi Haifa,67.0,M. Tel Aviv,66.0,1.0,6,18,False,full_season_with_championship_playoff
2020/21,championship_playoff,5,31,Maccabi Haifa,68.0,M. Tel Aviv,66.0,2.0,5,15,False,full_season_with_championship_playoff
2020/21,championship_playoff,6,32,Maccabi Haifa,71.0,M. Tel Aviv,67.0,4.0,4,12,False,full_season_with_championship_playoff
2020/21,championship_playoff,7,33,Maccabi Haifa,72.0,M. Tel Aviv,68.0,4.0,3,9,False,full_season_with_championship_playoff
2020/21,championship_playoff,8,34,Maccabi Haifa,75.0,M. Tel Aviv,71.0,4.0,2,6,False,full_season_with_championship_playoff
2020/21,championship_playoff,9,35,Maccabi Haifa,76.0,M. Tel Aviv,74.0,2.0,1,3,False,full_season_with_championship_playoff
2020/21,championship_playoff,10,36,Maccabi Haifa,79.0,M. Tel Aviv,75.0,4.0,0,0,True,full_season_with_championship_playoff
2021/22,regular,1,1,Bnei Sakhnin,3.0,H. Beer Sheva,3.0,0.0,35,105,False,full_season_with_championship_playoff
2021/22,regular,2,2,Hapoel Tel Aviv,6.0,H. Beer Sheva,4.0,2.0,34,102,False,full_season_with_championship_playoff
2021/22,regular,3,3,H. Nof HaGalil,7.0,Hapoel Tel Aviv,7.0,0.0,33,99,False,full_season_with_championship_playoff
2021/22,regular,4,4,Hapoel Haifa,10.0,H. Beer Sheva,8.0,2.0,32,96,False,full_season_with_championship_playoff
2021/22,regular,5,5,H. Beer Sheva,11.0,Hapoel Haifa,10.0,1.0,31,93,False,full_season_with_championship_playoff
2021/22,regular,6,6,H. Beer Sheva,14.0,Hapoel Haifa,13.0,1.0,30,90,False,full_season_with_championship_playoff
2021/22,regular,7,7,H. Beer Sheva,17.0,Hapoel Tel Aviv,14.0,3.0,29,87,False,full_season_with_championship_playoff
2021/22,regular,8,8,H. Beer Sheva,18.0,Hapoel Haifa,16.0,2.0,28,84,False,full_season_with_championship_playoff
2021/22,regular,9,9,H. Beer Sheva,19.0,Maccabi Haifa,17.0,2.0,27,81,False,full_season_with_championship_playoff
2021/22,regular,10,10,H. Beer Sheva,22.0,Maccabi Haifa,20.0,2.0,26,78,False,full_season_with_championship_playoff
2021/22,regular,11,11,H. Beer Sheva,25.0,Maccabi Haifa,23.0,2.0,25,75,False,full_season_with_championship_playoff
2021/22,regular,12,12,H. Beer Sheva,28.0,Maccabi Haifa,26.0,2.0,24,72,False,full_season_with_championship_playoff
2021/22,regular,13,13,H. Beer Sheva,31.0,Maccabi Haifa,29.0,2.0,23,69,False,full_season_with_championship_playoff
2021/22,regular,14,14,H. Beer Sheva,34.0,Maccabi Haifa,32.0,2.0,22,66,False,full_season_with_championship_playoff
2021/22,regular,15,15,H. Beer Sheva,37.0,Maccabi Haifa,35.0,2.0,21,63,False,full_season_with_championship_playoff
2021/22,regular,16,16,H. Beer Sheva,40.0,Maccabi Haifa,38.0,2.0,20,60,False,full_season_with_championship_playoff
2021/22,regular,17,17,Maccabi Haifa,41.0,H. Beer Sheva,40.0,1.0,19,57,False,full_season_with_championship_playoff
2021/22,regular,18,18,Maccabi Haifa,44.0,H. Beer Sheva,40.0,4.0,18,54,False,full_season_with_championship_playoff
2021/22,regular,19,19,Maccabi Haifa,45.0,H. Beer Sheva,43.0,2.0,17,51,False,full_season_with_championship_playoff
2021/22,regular,20,20,Maccabi Haifa,46.0,H. Beer Sheva,46.0,0.0,16,48,False,full_season_with_championship_playoff
2021/22,regular,21,21,Maccabi Haifa,49.0,H. Beer Sheva,46.0,3.0,15,45,False,full_season_with_championship_playoff
2021/22,regular,22,22,Maccabi Haifa,49.0,H. Beer Sheva,47.0,2.0,14,42,False,full_season_with_championship_playoff
2021/22,regular,23,23,Maccabi Haifa,52.0,H. Beer Sheva,48.0,4.0,13,39,False,full_season_with_championship_playoff
2021/22,regular,24,24,Maccabi Haifa,55.0,H. Beer Sheva,49.0,6.0,12,36,False,full_season_with_championship_playoff
2021/22,regular,25,25,Maccabi Haifa,56.0,H. Beer Sheva,52.0,4.0,11,33,False,full_season_with_championship_playoff
2021/22,regular,26,26,Maccabi Haifa,59.0,H. Beer Sheva,55.0,4.0,10,30,False,full_season_with_championship_playoff
2021/22,championship_playoff,1,27,Maccabi Haifa,62.0,H. Beer Sheva,58.0,4.0,9,27,False,full_season_with_championship_playoff
2021/22,championship_playoff,2,28,Maccabi Haifa,65.0,H. Beer Sheva,58.0,7.0,8,24,False,full_season_with_championship_playoff
2021/22,championship_playoff,3,29,Maccabi Haifa,66.0,H. Beer Sheva,59.0,7.0,7,21,False,full_season_with_championship_playoff
2021/22,championship_playoff,4,30,Maccabi Haifa,69.0,H. Beer Sheva,62.0,7.0,6,18,False,full_season_with_championship_playoff
2021/22,championship_playoff,5,31,Maccabi Haifa,69.0,H. Beer Sheva,63.0,6.0,5,15,False,full_season_with_championship_playoff
2021/22,championship_playoff,6,32,Maccabi Haifa,72.0,H. Beer Sheva,63.0,9.0,4,12,False,full_season_with_championship_playoff
2021/22,championship_playoff,7,33,Maccabi Haifa,72.0,H. Beer Sheva,66.0,6.0,3,9,False,full_season_with_championship_playoff
2021/22,championship_playoff,8,34,Maccabi Haifa,72.0,H. Beer Sheva,66.0,6.0,2,6,False,full_season_with_championship_playoff
2021/22,championship_playoff,9,35,Maccabi Haifa,75.0,H. Beer Sheva,67.0,8.0,1,3,True,full_season_with_championship_playoff
2021/22,championship_playoff,10,36,Maccabi Haifa,78.0,H. Beer Sheva,70.0,8.0,0,0,True,full_season_with_championship_playoff
2022/23,regular,1,1,M. Tel Aviv,3.0,Maccabi Netanya,3.0,0.0,35,105,False,full_season_with_championship_playoff
2022/23,regular,2,2,M. Tel Aviv,6.0,Maccabi Haifa,6.0,0.0,34,102,False,full_season_with_championship_playoff
2022/23,regular,3,3,M. Tel Aviv,9.0,Maccabi Haifa,9.0,0.0,33,99,False,full_season_with_championship_playoff
2022/23,regular,4,4,Maccabi Haifa,12.0,M. Tel Aviv,10.0,2.0,32,96,False,full_season_with_championship_playoff
2022/23,regular,5,5,M. Tel Aviv,13.0,Maccabi Haifa,12.0,1.0,31,93,False,full_season_with_championship_playoff
2022/23,regular,6,6,Maccabi Haifa,15.0,H. Jerusalem,14.0,1.0,30,90,False,full_season_with_championship_playoff
2022/23,regular,7,7,M. Tel Aviv,16.0,Maccabi Haifa,15.0,1.0,29,87,False,full_season_with_championship_playoff
2022/23,regular,8,8,M. Tel Aviv,19.0,Maccabi Haifa,18.0,1.0,28,84,False,full_season_with_championship_playoff
2022/23,regular,9,9,M. Tel Aviv,22.0,Maccabi Haifa,21.0,1.0,27,81,False,full_season_with_championship_playoff
2022/23,regular,10,10,Maccabi Haifa,24.0,M. Tel Aviv,22.0,2.0,26,78,False,full_season_with_championship_playoff
2022/23,regular,11,11,Maccabi Haifa,27.0,M. Tel Aviv,23.0,4.0,25,75,False,full_season_with_championship_playoff
2022/23,regular,12,12,Maccabi Haifa,30.0,M. Tel Aviv,26.0,4.0,24,72,False,full_season_with_championship_playoff
2022/23,regular,13,13,Maccabi Haifa,33.0,M. Tel Aviv,29.0,4.0,23,69,False,full_season_with_championship_playoff
2022/23,regular,14,14,Maccabi Haifa,36.0,M. Tel Aviv,32.0,4.0,22,66,False,full_season_with_championship_playoff
2022/23,regular,15,15,Maccabi Haifa,39.0,M. Tel Aviv,35.0,4.0,21,63,False,full_season_with_championship_playoff
2022/23,regular,16,16,Maccabi Haifa,42.0,M. Tel Aviv,36.0,6.0,20,60,False,full_season_with_championship_playoff
2022/23,regular,17,17,Maccabi Haifa,45.0,M. Tel Aviv,39.0,6.0,19,57,False,full_season_with_championship_playoff
2022/23,regular,18,18,Maccabi Haifa,48.0,H. Beer Sheva,41.0,7.0,18,54,False,full_season_with_championship_playoff
2022/23,regular,19,19,Maccabi Haifa,48.0,M. Tel Aviv,43.0,5.0,17,51,False,full_season_with_championship_playoff
2022/23,regular,20,20,Maccabi Haifa,49.0,H. Beer Sheva,45.0,4.0,16,48,False,full_season_with_championship_playoff
2022/23,regular,21,21,Maccabi Haifa,50.0,H. Beer Sheva,48.0,2.0,15,45,False,full_season_with_championship_playoff
2022/23,regular,22,22,Maccabi Haifa,53.0,H. Beer Sheva,49.0,4.0,14,42,False,full_season_with_championship_playoff
2022/23,regular,23,23,Maccabi Haifa,53.0,H. Beer Sheva,49.0,4.0,13,39,False,full_season_with_championship_playoff
2022/23,regular,24,24,Maccabi Haifa,56.0,H. Beer Sheva,52.0,4.0,12,36,False,full_season_with_championship_playoff
2022/23,regular,25,25,Maccabi Haifa,59.0,H. Beer Sheva,55.0,4.0,11,33,False,full_season_with_championship_playoff
2022/23,regular,26,26,Maccabi Haifa,62.0,H. Beer Sheva,58.0,4.0,10,30,False,full_season_with_championship_playoff
2022/23,championship_playoff,1,27,Maccabi Haifa,62.0,H. Beer Sheva,58.0,4.0,9,27,False,full_season_with_championship_playoff
2022/23,championship_playoff,2,28,Maccabi Haifa,65.0,M. Tel Aviv,58.0,7.0,8,24,False,full_season_with_championship_playoff
2022/23,championship_playoff,3,29,Maccabi Haifa,66.0,H. Beer Sheva,61.0,5.0,7,21,False,full_season_with_championship_playoff
2022/23,championship_playoff,4,30,Maccabi Haifa,69.0,M. Tel Aviv,62.0,7.0,6,18,False,full_season_with_championship_playoff
2022/23,championship_playoff,5,31,Maccabi Haifa,69.0,M. Tel Aviv,63.0,6.0,5,15,False,full_season_with_championship_playoff
2022/23,championship_playoff,6,32,Maccabi Haifa,72.0,H. Beer Sheva,65.0,7.0,4,12,False,full_season_with_championship_playoff
2022/23,championship_playoff,7,33,Maccabi Haifa,72.0,H. Beer Sheva,68.0,4.0,3,9,False,full_season_with_championship_playoff
2022/23,championship_playoff,8,34,Maccabi Haifa,75.0,H. Beer Sheva,71.0,4.0,2,6,False,full_season_with_championship_playoff
2022/23,championship_playoff,9,35,Maccabi Haifa,78.0,H. Beer Sheva,71.0,7.0,1,3,True,full_season_with_championship_playoff
2022/23,championship_playoff,10,36,Maccabi Haifa,81.0,H. Beer Sheva,74.0,7.0,0,0,True,full_season_with_championship_playoff
2023/24,regular,1,1,M. Tel Aviv,3.0,H. Beer Sheva,3.0,0.0,35,105,False,full_season_with_championship_playoff
2023/24,regular,2,2,M. Tel Aviv,6.0,H. Beer Sheva,4.0,2.0,34,102,False,full_season_with_championship_playoff
2023/24,regular,3,3,M. Tel Aviv,7.0,Hapoel Haifa,7.0,0.0,33,99,False,full_season_with_championship_playoff
2023/24,regular,4,4,M. Tel Aviv,10.0,Hapoel Haifa,10.0,0.0,32,96,False,full_season_with_championship_playoff
2023/24,regular,5,5,M. Tel Aviv,13.0,Hapoel Haifa,10.0,3.0,31,93,False,full_season_with_championship_playoff
2023/24,regular,6,6,M. Tel Aviv,16.0,Hapoel Haifa,13.0,3.0,30,90,False,full_season_with_championship_playoff
2023/24,regular,7,7,M. Tel Aviv,16.0,Maccabi Haifa,14.0,2.0,29,87,False,full_season_with_championship_playoff
2023/24,regular,8,8,M. Tel Aviv,19.0,Hapoel Haifa,17.0,2.0,28,84,False,full_season_with_championship_playoff
2023/24,regular,9,9,M. Tel Aviv,22.0,Maccabi Haifa,18.0,4.0,27,81,False,full_season_with_championship_playoff
2023/24,regular,10,10,M. Tel Aviv,25.0,Maccabi Haifa,21.0,4.0,26,78,False,full_season_with_championship_playoff
2023/24,regular,11,11,M. Tel Aviv,28.0,Maccabi Haifa,24.0,4.0,25,75,False,full_season_with_championship_playoff
2023/24,regular,12,12,M. Tel Aviv,31.0,Maccabi Haifa,27.0,4.0,24,72,False,full_season_with_championship_playoff
2023/24,regular,13,13,M. Tel Aviv,34.0,Maccabi Haifa,28.0,6.0,23,69,False,full_season_with_championship_playoff
2023/24,regular,14,14,M. Tel Aviv,37.0,Maccabi Haifa,29.0,8.0,22,66,False,full_season_with_championship_playoff
2023/24,regular,15,15,M. Tel Aviv,38.0,Maccabi Haifa,32.0,6.0,21,63,False,full_season_with_championship_playoff
2023/24,regular,16,16,M. Tel Aviv,39.0,Maccabi Haifa,35.0,4.0,20,60,False,full_season_with_championship_playoff
2023/24,regular,17,17,M. Tel Aviv,42.0,Maccabi Haifa,38.0,4.0,19,57,False,full_season_with_championship_playoff
2023/24,regular,18,18,M. Tel Aviv,43.0,Maccabi Haifa,41.0,2.0,18,54,False,full_season_with_championship_playoff
2023/24,regular,19,19,M. Tel Aviv,46.0,Maccabi Haifa,41.0,5.0,17,51,False,full_season_with_championship_playoff
2023/24,regular,20,20,M. Tel Aviv,46.0,Maccabi Haifa,44.0,2.0,16,48,False,full_season_with_championship_playoff
2023/24,regular,21,21,Maccabi Haifa,47.0,M. Tel Aviv,47.0,0.0,15,45,False,full_season_with_championship_playoff
2023/24,regular,22,22,M. Tel Aviv,50.0,Maccabi Haifa,48.0,2.0,14,42,False,full_season_with_championship_playoff
2023/24,regular,23,23,M. Tel Aviv,53.0,Maccabi Haifa,51.0,2.0,13,39,False,full_season_with_championship_playoff
2023/24,regular,24,24,M. Tel Aviv,56.0,Maccabi Haifa,54.0,2.0,12,36,False,full_season_with_championship_playoff
2023/24,regular,25,25,M. Tel Aviv,59.0,Maccabi Haifa,54.0,5.0,11,33,False,full_season_with_championship_playoff
2023/24,regular,26,26,M. Tel Aviv,62.0,Maccabi Haifa,55.0,7.0,10,30,False,full_season_with_championship_playoff
2023/24,championship_playoff,1,27,M. Tel Aviv,65.0,Maccabi Haifa,55.0,10.0,9,27,False,full_season_with_championship_playoff
2023/24,championship_playoff,2,28,M. Tel Aviv,66.0,Maccabi Haifa,56.0,10.0,8,24,False,full_season_with_championship_playoff
2023/24,championship_playoff,3,29,M. Tel Aviv,66.0,Maccabi Haifa,59.0,7.0,7,21,False,full_season_with_championship_playoff
2023/24,championship_playoff,4,30,M. Tel Aviv,69.0,Maccabi Haifa,62.0,7.0,6,18,False,full_season_with_championship_playoff
2023/24,championship_playoff,5,31,M. Tel Aviv,72.0,Maccabi Haifa,65.0,7.0,5,15,False,full_season_with_championship_playoff
2023/24,championship_playoff,6,32,M. Tel Aviv,73.0,Maccabi Haifa,68.0,5.0,4,12,False,full_season_with_championship_playoff
2023/24,championship_playoff,7,33,M. Tel Aviv,76.0,Maccabi Haifa,68.0,8.0,3,9,False,full_season_with_championship_playoff
2023/24,championship_playoff,8,34,M. Tel Aviv,79.0,Maccabi Haifa,71.0,8.0,2,6,True,full_season_with_championship_playoff
2023/24,championship_playoff,9,35,M. Tel Aviv,82.0,Maccabi Haifa,74.0,8.0,1,3,True,full_season_with_championship_playoff
2023/24,championship_playoff,10,36,M. Tel Aviv,85.0,Maccabi Haifa,74.0,11.0,0,0,True,full_season_with_championship_playoff
2024/25,regular,1,1,M. Bnei Reineh,3.0,M. Tel Aviv,3.0,0.0,35,105,False,full_season_with_championship_playoff
2024/25,regular,2,2,M. Tel Aviv,6.0,M. Bnei Reineh,6.0,0.0,34,102,False,full_season_with_championship_playoff
2024/25,regular,3,3,M. Tel Aviv,9.0,M. Bnei Reineh,7.0,2.0,33,99,False,full_season_with_championship_playoff
2024/25,regular,4,4,M. Tel Aviv,12.0,M. Bnei Reineh,10.0,2.0,32,96,False,full_season_with_championship_playoff
2024/25,regular,5,5,M. Tel Aviv,13.0,B. Jerusalem,11.0,2.0,31,93,False,full_season_with_championship_playoff
2024/25,regular,6,6,M. Tel Aviv,16.0,Maccabi Haifa,12.0,4.0,30,90,False,full_season_with_championship_playoff
2024/25,regular,7,7,M. Tel Aviv,19.0,H. Beer Sheva,14.0,5.0,29,87,False,full_season_with_championship_playoff
2024/25,regular,8,8,M. Tel Aviv,19.0,Maccabi Haifa,15.0,4.0,28,84,False,full_season_with_championship_playoff
2024/25,regular,9,9,M. Tel Aviv,19.0,Maccabi Haifa,18.0,1.0,27,81,False,full_season_with_championship_playoff
2024/25,regular,10,10,M. Tel Aviv,22.0,H. Beer Sheva,21.0,1.0,26,78,False,full_season_with_championship_playoff
2024/25,regular,11,11,M. Tel Aviv,25.0,H. Beer Sheva,24.0,1.0,25,75,False,full_season_with_championship_playoff
2024/25,regular,12,12,H. Beer Sheva,27.0,M. Tel Aviv,26.0,1.0,24,72,False,full_season_with_championship_playoff
2024/25,regular,13,13,H. Beer Sheva,30.0,M. Tel Aviv,27.0,3.0,23,69,False,full_season_with_championship_playoff
2024/25,regular,14,14,H. Beer Sheva,33.0,M. Tel Aviv,30.0,3.0,22,66,False,full_season_with_championship_playoff
2024/25,regular,15,15,H. Beer Sheva,34.0,M. Tel Aviv,33.0,1.0,21,63,False,full_season_with_championship_playoff
2024/25,regular,16,16,H. Beer Sheva,35.0,M. Tel Aviv,34.0,1.0,20,60,False,full_season_with_championship_playoff
